,Date,Price,Open,High,Low,Change %,Variation,OpenPrice
301,03/01/1998,56.62,56.28,58.3,54.99,0.008199999999999999,0.82%,1.0060412224591329
302,02/01/1998,56.16,55.28,57.03,54.06,0.0189,1.89%,1.0159189580318377
303,01/01/1998,55.12,57.31,57.35,52.81,-0.039599999999999996,-3.96%,0.9617867736869655
304,12/01/1997,57.39,58.51,59.77,56.61,-0.0191,-1.91%,0.9808579729960691
305,11/01/1997,58.51,58.77,59.57,57.84,0.0055000000000000005,0.55%,0.9955759741364641
306,10/01/1997,58.19,60.81,62.09,57.4,-0.0472,-4.72%,0.9569149810886367
307,09/01/1997,61.07,63.56,63.91,60.22,-0.0352,-3.52%,0.960824417872876
308,08/01/1997,63.3,59.92,64.25,59.92,0.054299999999999994,5.43%,1.0564085447263016
309,07/01/1997,60.04,64.98,65.11,59.92,-0.0766,-7.66%,0.9239766081871345
310,06/01/1997,65.02,66.42,66.85,63.44,-0.0242,-2.42%,0.9789220114423366
311,05/01/1997,66.63,66.98,68.12,66.16,-0.0058,-0.58%,0.9947745595700208
312,04/01/1997,67.02,68.98,69.86,66.75,-0.0297,-2.97%,0.971585966946941
313,03/01/1997,69.07,65.79,69.12,65.26,0.056900000000000006,5.69%,1.0498556011551905
314,02/01/1997,65.35,64.89,65.83,61.06,0.0049,0.49%,1.0070889197102788
315,01/01/1997,65.03,64.07,67.65,63.77,0.015,1.50%,1.0149836116747308
316,12/01/1996,64.07,60.56,64.59,59.98,0.0608,6.08%,1.0579590488771464
317,11/01/1996,60.4,63.07,63.83,60.4,-0.0487,-4.87%,0.9576660853020453
318,10/01/1996,63.49,67.03,67.03,63.24,-0.052199999999999996,-5.22%,0.9471878263464121
319,09/01/1996,66.99,69.89,70.65,65.95,-0.0342,-3.42%,0.95850622406639
320,08/01/1996,69.36,67.72,69.81,64.29,0.0215,2.15%,1.0242173656231541
321,07/01/1996,67.9,67.24,70.96,67.05,0.0118,1.18%,1.0098155859607378
322,06/01/1996,67.11,68.74,70.56,66.85,-0.0194,-1.94%,0.976287459994181
323,05/01/1996,68.44,66.89,69.0,65.85,0.0318,3.18%,1.0231723725519508
324,04/01/1996,66.33,63.12,67.31,62.37,0.0472,4.72%,1.0508555133079849
325,03/01/1996,63.34,60.34,65.19,59.02,0.0363,3.63%,1.0497182631753397
326,02/01/1996,61.12,55.93,61.94,55.51,0.0951,9.51%,1.0927945646343644
327,01/01/1996,55.81,55.83,58.06,54.87,0.0011,0.11%,0.9996417696578901
328,12/01/1995,55.75,57.33,59.08,53.39,-0.0296,-2.96%,0.9724402581545439
329,11/01/1995,57.45,60.16,60.32,57.33,-0.043,-4.30%,0.9549534574468086
330,10/01/1995,60.03,61.61,61.74,59.09,-0.025,-2.50%,0.9743548125304334
331,09/01/1995,61.57,62.9,63.88,60.54,-0.018500000000000003,-1.85%,0.9788553259141495
332,08/01/1995,62.73,64.33,66.65,62.61,-0.024300000000000002,-2.43%,0.9751282449867869
333,07/01/1995,64.29,61.99,65.2,59.56,0.0364,3.64%,1.037102758509437
334,06/01/1995,62.03,62.94,64.0,58.42,-0.0132,-1.32%,0.9855417858277725
335,05/01/1995,62.86,70.59,70.72,62.56,-0.1079,-10.79%,0.8904944043065589
336,04/01/1995,70.46,72.03,72.03,69.3,-0.0199,-1.99%,0.9782035263084825
337,03/01/1995,71.89,72.32,74.54,69.95,-0.0029,-0.29%,0.9940542035398231
338,02/01/1995,72.1,75.48,76.84,72.06,-0.0504,-5.04%,0.955219925808161
339,01/01/1995,75.93,78.22,79.28,75.93,-0.029900000000000003,-2.99%,0.9707236001022758
340,12/01/1994,78.27,78.83,79.89,77.17,-0.0077,-0.77%,0.9928961055435748
341,11/01/1994,78.88,78.26,81.62,77.83,0.012199999999999999,1.22%,1.0079223102478916
342,10/01/1994,77.93,76.04,79.74,75.53,0.0255,2.55%,1.0248553392951079
343,09/01/1994,75.99,71.74,76.5,70.72,0.060599999999999994,6.06%,1.0592417061611374
344,08/01/1994,71.65,71.35,73.84,70.33,0.009899999999999999,0.99%,1.0042046250875964
345,07/01/1994,70.95,72.89,74.7,70.86,-0.0319,-3.19%,0.9733845520647552
346,06/01/1994,73.29,71.82,73.29,68.63,0.024700000000000003,2.47%,1.02046783625731
347,05/01/1994,71.52,70.5,74.85,69.29,0.0166,1.66%,1.014468085106383
348,04/01/1994,70.35,69.08,71.76,67.79,0.0385,3.85%,1.0183844817602778
349,03/01/1994,67.74,61.68,68.52,61.42,0.1015,10.15%,1.098249027237354
350,02/01/1994,61.5,56.51,62.11,55.83,0.0908,9.08%,1.088302955229163
351,01/01/1994,56.38,57.96,59.0,55.41,-0.025099999999999997,-2.51%,0.9727398205659076
352,12/01/1993,57.83,58.13,58.47,56.22,-0.0021,-0.21%,0.9948391536211938
